Gene,Rank
L29074.1,3.681918663410295e-07
TSSK5P,3.6802601788958063e-07
AC104521.1,3.6795971863586647e-07
TRPC6P2,3.679175501535751e-07
RPL37P24,3.6790409169626275e-07
TUBA3E,3.6758882435143894e-07
DEFA5,3.674297284322068e-07
ORM1,3.674088256994265e-07
AC105430.1,3.6721155166214194e-07
AC092435.1,3.670505427145735e-07
DNAJC5G,3.669667804155437e-07
RN7SKP264,3.6692122033478176e-07
EEF1A1P46,3.6688753386304184e-07
AL133331.1,3.668421996430792e-07
RNU7-170P,3.6676819725087027e-07
MIR6719,3.6656208519681537e-07
RPL38P4,3.6654201320675047e-07
RNU6-418P,3.6634109422767757e-07
WNT7B,3.661761102421797e-07
LINC02079,3.6615471051569496e-07
LINC02764,3.661439394717083e-07
AL445985.2,3.6612442755754913e-07
RAD52P1,3.658258318185867e-07
RN7SL488P,3.6557176334476777e-07
AC108099.1,3.655030213830512e-07
MIR885,3.654984051464425e-07
AP001610.3,3.654984051464425e-07
RNU6-84P,3.654984051464425e-07
MICD,3.652318597239435e-07
RNU6-725P,3.646977086881318e-07
AC098934.4,3.6462634378415253e-07
AP003559.1,3.6456413408066056e-07
AL662873.1,3.6435940501089366e-07
GPR146,3.6432591796647666e-07
HSPE1P22,3.642314278074954e-07
LINC00519,3.6408639344503685e-07
OR2AO1P,3.639947938908166e-07
RNU6-502P,3.639864334470563e-07
AL357972.1,3.636074232579531e-07
CYCSP5,3.635759592349343e-07
ADH7,3.6349469493262527e-07
RN7SL268P,3.6337737500220464e-07
FBN3,3.631290474622408e-07
ZIM2,3.630199060134882e-07
CBWD4P,3.6297770642996316e-07
RNA5SP60,3.62961809431571e-07
MIOX,3.628928246422138e-07
HOXB6,3.627214683525275e-07
RPL36AP34,3.6252124339406493e-07
LINC02704,3.6248647336648006e-07
ASIC5,3.6248647336648006e-07
PSG8,3.6246318158869603e-07
AC027287.2,3.623966034404901e-07
UBE2CP2,3.6216975880937936e-07
AC010776.3,3.6214296558113966e-07
MIR3672,3.620192383334644e-07
AC099482.1,3.618057849442153e-07
SLC39A12,3.616904193947372e-07
MIR147A,3.615838563892287e-07
HSPA8P18,3.615768630234908e-07
AC096763.1,3.615757990052687e-07
AC076968.2,3.6156710258569046e-07
FXYD4,3.61347253667197e-07
AC006213.5,3.6112152623906554e-07
MIR6819,3.6105178004117657e-07
NUDT19P2,3.609378836402793e-07
AC114808.2,3.609178812383066e-07
RPS29P1,3.6073882560266644e-07
AC092636.1,3.605947467151777e-07
MIR6833,3.603660412681789e-07
AC246785.3,3.6033628424048904e-07
MTND2P18,3.6022136760803425e-07
BMS1P16,3.60221367608034e-07
OR1Q1,3.601978214668467e-07
SEC14L6,3.601908065106696e-07
AC026369.2,3.6004338894302396e-07
ZNF736P9Y,3.6002491920652804e-07
AL121781.1,3.599906920054876e-07
AC023787.1,3.5994615680083203e-07
AC106858.1,3.599427709138816e-07
IFT74-AS1,3.5980836014830194e-07
AC004466.2,3.5976346931330475e-07
ILF2P1,3.597589588824968e-07
LINC02169,3.5970420210710194e-07
LINC01854,3.5970090726141113e-07
RN7SL608P,3.5968340998866573e-07
RHOXF2,3.5967666060635474e-07
AC104451.2,3.5953187402450033e-07
AC113192.1,3.594926589958498e-07
AC114930.1,3.594220503136285e-07
AC005339.1,3.591633148801488e-07
AC015813.8,3.58894798714407e-07
LINC02874,3.5884014681311214e-07
MSTN,3.58751993822353e-07
AL162727.2,3.587396209844666e-07
AC006273.1,3.5867420196218905e-07
AC006040.1,3.5855408181016475e-07
AL357522.1,3.5844392049079456e-07
RPL36AP46,3.5841840780724447e-07
MIR6818,3.5834821100604e-07
MIR1295B,3.5831498864424487e-07
AC100823.1,3.5829708089949205e-07
RNU6-1060P,3.581646301324874e-07
OR10Q1,3.57986223300778e-07
AL035701.1,3.5795198240199426e-07
RPS3AP8,3.576775741748227e-07
AC104984.1,3.57554119946033e-07
RNU6-401P,3.5750303385482926e-07
OTOR,3.5745946731287724e-07
RNU2-49P,3.574146396592697e-07
AC025175.1,3.57078794216199e-07
EPHA8,3.5675669792637453e-07
AC005252.4,3.567340771089198e-07
AGBL5-AS1,3.566866783352256e-07
AP000943.1,3.566601478829458e-07
AC109811.1,3.5661455741163824e-07
AC104257.1,3.563322093724147e-07
OLA1P1,3.5623524445290203e-07
LINC01827,3.56225183426381e-07
KIR2DP1,3.5621531640575096e-07
AC010503.2,3.5619081258637407e-07
AC098828.2,3.561735682450252e-07
DUX4L27,3.560593216932091e-07
FOXS1,3.5603584141862433e-07
RXFP4,3.560342514221228e-07
XXYLT1-AS2,3.558623867475327e-07
TXNL4AP1,3.557263489625206e-07
FAM91A2P,3.5555335108975543e-07
RNU6-598P,3.5553307700719554e-07
DNAJA4-DT,3.5544593763529033e-07
LINC01307,3.553903774846438e-07
AC136475.9,3.552070588089875e-07
MIR4731,3.550892183541509e-07
AC074031.1,3.5492049575280683e-07
ZFPM1-AS1,3.5491936582815526e-07
NOP56P1,3.548949702626495e-07
SCNN1B,3.545118288360438e-07
RNASE13,3.5447810522977737e-07
AC015540.1,3.5444749008797247e-07
ABCC6P2,3.542790890224671e-07
SETP22,3.541312225443508e-07
RNU1-24P,3.540016184100667e-07
HSPE1P10,3.5398943688584937e-07
MTCYBP21,3.5391844416783196e-07
RNU4-20P,3.5381712830330157e-07
LINC01916,3.5373604472316876e-07
LINC00266-1,3.53637513886622e-07
MTCO2P34,3.5351249137571505e-07
RASSF3-DT,3.53245768121017e-07
LINC01950,3.5307069754887344e-07
AC024940.6,3.529449208658082e-07
RPL26P28,3.5271978455555494e-07
KCNQ3,3.5265699129724745e-07
AC083964.1,3.524914227000577e-07
LINC02122,3.524367590854081e-07
RN7SL670P,3.522892769112698e-07
AC015849.2,3.5224770415570205e-07
AC010931.3,3.522355914058417e-07
RPL6P26,3.5221259611769994e-07
AC018866.1,3.518029565093008e-07
IGHV1-45,3.5168826681634167e-07
ELOCP2,3.516731560865866e-07
IQCA1L,3.5141005441218273e-07
RNA5SP425,3.5139922754544087e-07
OR10D1P,3.513959302799978e-07
RHOG2P,3.510240620325302e-07
PGAM1P9,3.509620520249034e-07
MIX23P2,3.509049393974787e-07
STK19B,3.509049393974786e-07
MIR4425,3.508150750339689e-07
MLXP1,3.5070747242618366e-07
FAM187B,3.5056897825062264e-07
AC091912.3,3.504430924242927e-07
BAALC,3.504141915660928e-07
AL049651.1,3.5019622441925305e-07
DQX1,3.501824423567788e-07
AC008627.1,3.5006357309399227e-07
AC100802.1,3.498432306917512e-07
AL031283.3,3.4968917756560666e-07
RPL7AP40,3.49591876418224e-07
SREK1IP1P2,3.4955376772770894e-07
RNFT1P3,3.4929660133997683e-07
RNU7-133P,3.492151901559607e-07
RNU6-722P,3.4904893078105607e-07
RN7SL819P,3.4901524782397025e-07
CPA2,3.49011330871642e-07
AC007686.5,3.4862892768868177e-07
AC026782.1,3.4857394960864805e-07
MIR331,3.4850536980505825e-07
RN7SL317P,3.4839903886852813e-07
CRYBB3,3.48392491732303e-07
CTAGE9,3.483753724273923e-07
OR5B2,3.4829052257341107e-07
GIMAP3P,3.482883340616742e-07
MIR4454,3.481889221372156e-07
ADORA2BP1,3.4817906192799476e-07
AL360181.1,3.480962456971935e-07
REP15,3.4808820481458194e-07
RPL23AP75,3.4803411883613336e-07
AC116447.1,3.47951742552338e-07
RNU6-542P,3.478351990454895e-07
RNA5SP184,3.4768805685325446e-07
YTHDF1P1,3.476183957930106e-07
RNU7-40P,3.4755530833539127e-07
AL139246.3,3.475171255480105e-07
AL161937.1,3.474059472138777e-07
RNU6-1092P,3.472992397429223e-07
AL450311.1,3.471903815561101e-07
AC025370.1,3.47068637917802e-07
AC005014.2,3.4698450497509785e-07
AC073869.3,3.468572174409842e-07
SCARNA14,3.4669052785777607e-07
HMGN2P20,3.4665684096301366e-07
AC135178.2,3.466088618311853e-07
AL512413.1,3.4650221808551167e-07
AC079949.6,3.4642180392870066e-07
OR56A5,3.4639196464141946e-07
POU2AF2,3.4634580717155595e-07
OR5AN2P,3.4631608653779094e-07
GLYATL1P4,3.461487841573631e-07
AC090680.1,3.460697599301786e-07
C19orf85,3.4574426556751243e-07
RNU7-37P,3.4554761046506575e-07
AC091946.1,3.453732674980007e-07
AL162574.2,3.451911550377673e-07
MTND2P41,3.4517175046946696e-07
RNU6-1199P,3.451425477115284e-07
LINC02303,3.451408922977538e-07
AL359881.2,3.451298544305647e-07
IGKV3D-20,3.450592635365239e-07
AC130467.1,3.4501129107075077e-07
GSTA10P,3.4501129107075077e-07
AC022306.3,3.4484135000005065e-07
OOSP1P2,3.447711261560276e-07
OR11G2,3.4472306323154066e-07
AC090527.1,3.446985774043669e-07
AL392083.2,3.4468545642813294e-07
LARGE2,3.446688794256735e-07
ENPP7P11,3.446216547822188e-07
LINC02676,3.445952041827665e-07
PDE9A-AS1,3.4450591132703206e-07
RN7SL69P,3.443760971902878e-07
OR10G3,3.4434902795382554e-07
GOLGA6L4,3.44279561456132e-07
HLA-DPA2,3.4411909268683686e-07
LCE5A,3.441028667201869e-07
CASP12,3.439116480164142e-07
AL080284.1,3.4388243284204044e-07
HNRNPKP3,3.437782038694174e-07
AC073648.7,3.4369836904705607e-07
RNU6-881P,3.4359887104939405e-07
RNU4-44P,3.4348460773222487e-07
PLPPR3,3.433732182897175e-07
FAM177A1P1,3.433007599717239e-07
AC087645.4,3.4311982761319666e-07
RN7SL740P,3.429495879867465e-07
H3P43,3.4294242446927545e-07
SLC16A1P1,3.429326911711597e-07
BLACAT1,3.4290635088877096e-07
FOXD4L5,3.428660388364204e-07
AC104457.2,3.426339906899066e-07
SNORA24B,3.426325911267486e-07
SNORD9,3.4262191198758295e-07
RNU6-1331P,3.4260746622050093e-07
TMEM252-DT,3.4256727817535186e-07
TMEM178A,3.4241267330177313e-07
IRS3P,3.4235727456662106e-07
RPSAP47,3.423029344707248e-07
AL591686.2,3.4224945828983374e-07
PRRG2,3.4215935233956843e-07
AC123784.1,3.419584888923872e-07
OR2AI1P,3.419283881245434e-07
AC068594.1,3.419283881245434e-07
NDUFA5P3,3.418370227562602e-07
MECOM-AS1,3.417283815089963e-07
RNU6-605P,3.416039421867825e-07
AL355974.1,3.413877679610648e-07
RNU6ATAC6P,3.4134414171244264e-07
AC068870.1,3.4116250798404874e-07
SLC25A5P8,3.4111035096968545e-07
HMGB1P49,3.4110154266861524e-07
AL157936.1,3.410375657300677e-07
SNHG27,3.410234498296389e-07
RNU6-675P,3.4071380600495967e-07
RPS3AP3,3.4064146647641636e-07
RNU6-1096P,3.4064068622727775e-07
SNORA73B,3.40595707666995e-07
RPS3AP33,3.4052121381960045e-07
CHCHD2P11,3.4046082265417915e-07
AC015802.7,3.4034595827581166e-07
RPS3AP4,3.402678793606495e-07
CYP21A2,3.4017135061752295e-07
MTCO3P8,3.4016223268233257e-07
OR51A4,3.4011468168667815e-07
AL121890.3,3.3993084396946255e-07
FP326651.1,3.398101542015578e-07
AC011498.2,3.397577137303507e-07
AC093915.1,3.395548457338536e-07
AC073626.1,3.395221339679351e-07
AP001189.5,3.3951914168784287e-07
AC069368.2,3.394746454319515e-07
SOWAHA,3.394616518554682e-07
LINC01823,3.3919833761116473e-07
OR5BB1P,3.391728743907195e-07
CCT3P1,3.391681341462645e-07
FABP5P1,3.3902289406830753e-07
CCDC42,3.390154271203345e-07
S100A5,3.390139747361084e-07
STPG2-AS1,3.3846115832333735e-07
HMGN1P15,3.3831964838666056e-07
PTH2,3.3829422760428816e-07
NPM1P49,3.382912772615329e-07
RNY4P19,3.382102887463926e-07
NPM1P46,3.378787666945974e-07
AC051619.7,3.377334236577459e-07
MTAPP2,3.376343558738377e-07
AC023158.2,3.3763394420067973e-07
DDX39BP1,3.375557696222904e-07
HS3ST4,3.3746118463853014e-07
MIR23B,3.3730359031306643e-07
MIR4297,3.372275877758774e-07
MUCL1,3.370183949441181e-07
AC012511.2,3.3679595158692075e-07
AC093843.2,3.3673924334257294e-07
KIF4B,3.3669979510325616e-07
STRA6,3.3663167193440746e-07
RPL29P19,3.3658865880881347e-07
AL645933.3,3.3655869390694874e-07
OCSTAMP,3.3650377662287363e-07
RNU2-58P,3.3642830404603147e-07
AC008115.1,3.3634802439733886e-07
OR9Q2,3.362137590915509e-07
LINC00469,3.3615730272884127e-07
TAS2R9,3.361545241829346e-07
RNU6-319P,3.3606586643245326e-07
EEF1A1P41,3.360003292638566e-07
SNX19P4,3.35980856137682e-07
MSGN1,3.359408818584646e-07
ADGRF2,3.3590438628462383e-07
AL512590.3,3.3584352952500236e-07
AC022447.3,3.3583756224583137e-07
SLC25A36P1,3.356996957916022e-07
RNA5SP441,3.356934393943094e-07
ARHGEF16,3.3562625260317164e-07
IPO8P1,3.3555557026574546e-07
RNU6-882P,3.353306494352936e-07
NUP210P3,3.352710547772762e-07
AC009312.1,3.351929992421917e-07
AC138466.1,3.3491555138447635e-07
AC087277.2,3.3474601862749123e-07
ATP11B-DT,3.3473968608060595e-07
AC004948.1,3.346319090069056e-07
AC105940.2,3.3460021705950135e-07
RNU6-858P,3.345197103534262e-07
TEN1,3.3449312801051246e-07
AC137561.1,3.3430331040761455e-07
AC023813.4,3.342069004548678e-07
LINC01233,3.341152366216854e-07
RPL23AP80,3.3410865939597813e-07
LINC00868,3.340852735016496e-07
STOML3,3.340082721921204e-07
RNU6-1050P,3.3389701121879984e-07
ZNHIT1P1,3.338821114313414e-07
RN7SL472P,3.3388075909561305e-07
ZC3H11B,3.3378961184190045e-07
ARL4AP3,3.33766804396634e-07
BX119904.2,3.3360618039649966e-07
RPS10P28,3.3360290480930146e-07
AL157932.1,3.335079098069756e-07
RN7SL334P,3.3345245542361793e-07
MUC13,3.3337102592979975e-07
AL358075.1,3.33298021389822e-07
LINC00298,3.330630928930368e-07
AC018695.6,3.330071347446791e-07
AL392086.3,3.3288416128363365e-07
OR7E55P,3.327633566179934e-07
SOAT2,3.3269999367206086e-07
LINC01399,3.326398065861552e-07
SLC31A1P1,3.3258124545179826e-07
RPL23AP40,3.325724319928708e-07
LINC02247,3.3240463274549784e-07
LINC00354,3.322715154813165e-07
LINC00841,3.3218816470663234e-07
AC004241.2,3.3203668622806515e-07
STH,3.3197838527782157e-07
MMP26,3.3190038125058195e-07
AC007391.2,3.318560458865177e-07
MIR4533,3.316070237005219e-07
LINC02600,3.3160335343178025e-07
RN7SL856P,3.315140626242569e-07
MTND4LP3,3.31119434619536e-07
PPP3R2,3.310144331708092e-07
AC006450.2,3.309830691829533e-07
WSCD1,3.308790190943623e-07
AC008652.1,3.308446988021155e-07
RNU6-317P,3.308295729332428e-07
AC004817.1,3.307472778488148e-07
AJ006995.1,3.307264899698599e-07
PRR32,3.306680648876651e-07
AL512631.1,3.306253671067071e-07
AC078845.1,3.306111713792327e-07
TNN,3.305210294462642e-07
AL355870.2,3.303710014306052e-07
LINC01072,3.3036968493371685e-07
RP1L1,3.3031228190058376e-07
RNA5SP453,3.301835168517742e-07
SMIM40,3.3015134248889177e-07
KRT18P48,3.300642834784245e-07
GARIN4,3.298833233606258e-07
AC079907.2,3.297765267007723e-07
AC011853.2,3.2973275473943585e-07
PIK3CD-AS1,3.297184260448027e-07
TEKT2,3.2971382848648646e-07
RNU6-28P,3.296699876366556e-07
RNU6-921P,3.295093875799177e-07
AC080005.1,3.2946259451252537e-07
BCAN,3.2941602336928055e-07
CCL16,3.294157936908757e-07
AP001605.1,3.2932026744376824e-07
LINC02568,3.292968904384653e-07
CEND1,3.289496029816115e-07
C16orf90,3.289150838369006e-07
H1-7,3.289105804385845e-07
EEF1A1P36,3.288378389559123e-07
SNORA1B,3.28795240373215e-07
AC115282.2,3.2862855067723384e-07
LINC01987,3.285963980236561e-07
HOXB1,3.2859176178812195e-07
LINC02016,3.2859176178812195e-07
AC055758.1,3.2859176178812195e-07
KIR3DL1,3.285833601116262e-07
AC099499.2,3.285409245578416e-07
S100A14,3.284644923756031e-07
AC007731.2,3.284238150667622e-07
APELA,3.282825280570964e-07
ANKRD20A4P,3.2816865133998477e-07
RARRES2P1,3.2813735027959604e-07
GCG,3.281367190080283e-07
AL596257.1,3.279562086954518e-07
AC097515.1,3.279503015308667e-07
RPS27P15,3.279383818412191e-07
RPS23P4,3.278174906857126e-07
AC136431.1,3.277386208191353e-07
OR5B17,3.276374348068457e-07
CYP4F9P,3.276374348068457e-07
AC026523.4,3.27633454050192e-07
ANKRD20A18P,3.276303502950784e-07
LINC02438,3.275528680690637e-07
RIMBP3C,3.2753403336152344e-07
TAS2R6P,3.272952103926889e-07
PPP1R11P2,3.272737372465469e-07
CTRB2,3.2724558020318343e-07
AC009509.4,3.271904172270514e-07
C3orf80,3.270645321594056e-07
AL157834.2,3.270062006291038e-07
RN7SKP116,3.2700530748016846e-07
RNU6-1069P,3.2700530748016846e-07
AC091163.1,3.268818017469996e-07
RNU6-638P,3.268507789127539e-07
AP000897.1,3.2661545458017e-07
RNU6-729P,3.2659798032840924e-07
AL596442.2,3.2654903590119416e-07
AC034236.3,3.263488974907118e-07
AC092687.3,3.263482556649702e-07
QRFPR,3.262923229523216e-07
LINC02642,3.262897962964223e-07
RPL23AP66,3.2628244233108474e-07
SEMA5A-AS1,3.261815021119005e-07
AC113418.1,3.260605320599348e-07
ELL2P1,3.2605339983217327e-07
RNU6-318P,3.2602128167470896e-07
GAPDHP62,3.260140040058513e-07
IBSP,3.2595999029122883e-07
AC137936.1,3.2593409209199485e-07
RNU6-1308P,3.259263536539935e-07
MIR1289-1,3.259098060603967e-07
AC024337.1,3.258838995694464e-07
RNU6-840P,3.2586307972608504e-07
DNAJC19P7,3.257585205572985e-07
AC073323.1,3.257582259976787e-07
LINC01873,3.256900913584228e-07
AC008763.1,3.2562608034231625e-07
AC009336.1,3.2561951444239515e-07
KRTAP7-1,3.2547060029866934e-07
MTND3P4,3.2547060029866934e-07
RNA5SP294,3.254263046235324e-07
ERAS,3.253486356160236e-07
CLCP1,3.252993323873735e-07
CXCL10,3.251903808345109e-07
Z98752.4,3.251118850799266e-07
C1orf232,3.251096013536518e-07
LINC01944,3.24984878681112e-07
AC003084.1,3.248670918049012e-07
RN7SL43P,3.2467149324922443e-07
MLIP-IT1,3.245915614664292e-07
AC116609.1,3.2454996787330507e-07
RNU2-33P,3.244713822244755e-07
TMEM59L,3.243953490705573e-07
TOMM22P2,3.2437805369361794e-07
RNA5SP203,3.24354468823141e-07
RPL35AP31,3.242369702936026e-07
AC006116.4,3.2408123852756014e-07
TRPM5,3.240656941511903e-07
AC092954.1,3.239840497951508e-07
RNU6-1127P,3.2389371003277153e-07
OR6C4,3.2376421486641165e-07
AC232271.2,3.237597905136896e-07
HCRTR1,3.2375719419151936e-07
MRPS15P1,3.237235844639317e-07
AP000553.8,3.2371945281961874e-07
TRGJP,3.237100198655923e-07
LINC02152,3.2366300087270207e-07
RPL21P35,3.235681758764364e-07
AP006547.1,3.235607383343743e-07
AC010328.1,3.2353633584925455e-07
AL133247.1,3.2340730598016877e-07
GABRA2,3.233786510774701e-07
DYNLT3P2,3.2329655124575827e-07
IFITM3P9,3.230178250575815e-07
THSD8,3.2299608802719925e-07
AC097059.1,3.228546474607992e-07
ZNF84-DT,3.2283222160630163e-07
AP000879.2,3.228286242238323e-07
HMGN2P19,3.2282422865173834e-07
U62631.1,3.228188916945621e-07
RNU6-519P,3.2278132696415243e-07
AC091167.5,3.226786251651378e-07
AC017099.2,3.225317925909159e-07
AC007880.1,3.2236796778647176e-07
RNU6-294P,3.223337489376786e-07
SNORA70H,3.2209994158814125e-07
SUCLA2P3,3.220643870190531e-07
AC026120.3,3.2182717689073746e-07
TRBJ2-2,3.217889337517044e-07
FENDRR,3.215930035897708e-07
AC003098.1,3.214604311668478e-07
AC073257.1,3.2129036930320365e-07
ZNF341-AS1,3.2122001498964017e-07
RN7SL262P,3.212143361109022e-07
IGLV3-12,3.212086345278592e-07
RPL36AP10,3.212086345278592e-07
AC004257.1,3.210531925717463e-07
SMC2-DT,3.2103365977357306e-07
RN7SL762P,3.209060641994123e-07
RNU6-828P,3.2080353253897994e-07
AL118505.1,3.207441384331578e-07
AL392023.1,3.2057864262989756e-07
ZNF385D-AS2,3.2055343199359215e-07
AL356123.2,3.204357713309305e-07
SLC25A6P3,3.2031948206109847e-07
MRPS31P1,3.203154049507586e-07
AC087379.2,3.202572660048724e-07
AC022469.1,3.2024494067379363e-07
RNU1-22P,3.201709096414006e-07
RNU4-18P,3.2009607083575174e-07
NAT8B,3.200410877649256e-07
MIR616,3.1988890968552436e-07
AL450423.2,3.198884069351317e-07
AC093512.2,3.1987606187073815e-07
U47924.3,3.1979566936317957e-07
AC009902.3,3.1969860617618143e-07
RN7SL296P,3.194038079931428e-07
TMEM167AP2,3.193618048854683e-07
DNAJB8,3.1927555199198595e-07
ECI2-DT,3.192498442166578e-07
AL365205.4,3.19149655573863e-07
HCG22,3.1901439703484737e-07
AC117500.1,3.1897125528785986e-07
RPL10P5,3.1894257691548935e-07
AL358976.2,3.18882452204102e-07
GAPDHP45,3.188639420659225e-07
MIR4314,3.188133584595205e-07
TAS2R3,3.186539507642738e-07
AC134043.2,3.1841988960269754e-07
RNA5SP53,3.183465516373987e-07
ARL14,3.1827178856038004e-07
AC007879.2,3.182539220490848e-07
UPK1A-AS1,3.182402721238356e-07
AC080037.2,3.1820962610666586e-07
HCN4,3.181951701004135e-07
LINC01977,3.1818298420356217e-07
AP000851.2,3.1817951867997e-07
ACR,3.181754674984984e-07
RNU7-107P,3.1811961854380504e-07
TEX101,3.1807143430710726e-07
AC079949.3,3.180336610476428e-07
GRM7-AS1,3.179227281937257e-07
AC103858.2,3.1789160494106805e-07
C20orf202,3.1772308368145196e-07
LINC01843,3.1769743748171257e-07
RNA5SP139,3.176837842917062e-07
RNU6-540P,3.176539241702047e-07
KRT8P40,3.1760232132199215e-07
MIR7107,3.175978246792038e-07
OR51P1P,3.1755762139709e-07
NHLRC4,3.175296234833689e-07
PSMA6P2,3.1734200738462314e-07
SNORA70F,3.1715422742266816e-07
CBLN2,3.1715369271210944e-07
AP007216.2,3.1711777295382404e-07
GRAMD1A-AS1,3.1702805334749395e-07
AC010266.2,3.169801928936461e-07
AL139035.1,3.169166120207574e-07
AL353572.3,3.1685193178208225e-07
AC011840.1,3.1685193178208225e-07
RNA5SP339,3.1685193178208214e-07
RDM1P2,3.1685193178208214e-07
AC005277.2,3.1674096148255177e-07
LINC02536,3.167280406144423e-07
IMPA1P1,3.165799911932186e-07
AL035401.1,3.163635350485959e-07
BMS1P10,3.163491782600712e-07
TCERG1P2,3.163361267906864e-07
RHOXF1,3.16234415976925e-07
ABHD17AP6,3.162257682642753e-07
AC015818.2,3.1617192680068527e-07
KCNIP1-AS1,3.1610742070690077e-07
AC005722.3,3.1605931474610546e-07
RN7SL524P,3.15905236647207e-07
SNX18P3,3.157651554998302e-07
ACSM2A,3.153810900686266e-07
TRBV28,3.153114709941521e-07
RNA5SP474,3.1526920918684e-07
VN1R20P,3.15239403490119e-07
AC023644.1,3.152304839957861e-07
RN7SL260P,3.1513632283198906e-07
RNU6-1017P,3.149830199243687e-07
LINC02700,3.149545369783646e-07
KRT8P5,3.1492577570054776e-07
AC073957.2,3.1477443794634344e-07
COX5AP1,3.1449471852313556e-07
